question,paper,metric,coordinate,ours,paper_value,absolute_difference,difference_class,note
Q2,P02-B311,coverage_width_m,beta=225;distance=1.2,273.47,273.47,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=225;distance=1.5,237.79,237.79,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=225;distance=1.8,202.11,202.11,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=225;distance=2.1,166.43,166.43,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=270;distance=0.0,416.69,416.69,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=270;distance=0.3,416.69,416.69,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=270;distance=0.6,416.69,416.69,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=270;distance=0.9,416.69,416.69,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=270;distance=1.2,416.69,416.69,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=270;distance=1.5,416.69,416.69,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=270;distance=1.8,416.69,416.69,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=270;distance=2.1,416.69,416.69,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=315;distance=0.0,416.19,416.19,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=315;distance=0.3,451.87,451.87,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=315;distance=0.6,487.55,487.55,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=315;distance=0.9,523.23,523.23,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=315;distance=1.2,558.91,558.91,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=315;distance=1.5,594.59,594.59,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=315;distance=1.8,630.27,630.27,0.0,exact/rounding,
Q2,P02-B311,coverage_width_m,beta=315;distance=2.1,665.95,665.95,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=0;distance=0.0,415.69,415.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=0;distance=0.3,466.09,466.09,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=0;distance=0.6,516.49,516.49,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=0;distance=0.9,566.89,566.89,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=0;distance=1.2,617.29,617.29,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=0;distance=1.5,667.69,667.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=0;distance=1.8,718.09,718.09,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=0;distance=2.1,768.48,768.48,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=45;distance=0.0,416.19,416.19,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=45;distance=0.3,451.87,451.87,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=45;distance=0.6,487.55,487.55,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=45;distance=0.9,523.23,523.23,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=45;distance=1.2,558.91,558.91,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=45;distance=1.5,594.59,594.59,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=45;distance=1.8,630.27,630.27,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=45;distance=2.1,665.95,665.95,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=90;distance=0.0,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=90;distance=0.3,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=90;distance=0.6,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=90;distance=0.9,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=90;distance=1.2,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=90;distance=1.5,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=90;distance=1.8,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=90;distance=2.1,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=135;distance=0.0,416.19,416.19,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=135;distance=0.3,380.51,380.51,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=135;distance=0.6,344.83,344.83,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=135;distance=0.9,309.15,309.15,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=135;distance=1.2,273.47,273.47,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=135;distance=1.5,237.79,237.79,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=135;distance=1.8,202.11,202.11,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=135;distance=2.1,166.43,166.43,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=180;distance=0.0,415.69,415.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=180;distance=0.3,365.29,365.29,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=180;distance=0.6,314.89,314.89,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=180;distance=0.9,264.5,264.5,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=180;distance=1.2,214.1,214.1,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=180;distance=1.5,163.7,163.7,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=180;distance=1.8,113.3,113.3,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=180;distance=2.1,62.9,62.9,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=225;distance=0.0,416.19,416.19,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=225;distance=0.3,380.51,380.51,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=225;distance=0.6,344.83,344.83,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=225;distance=0.9,309.15,309.15,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=225;distance=1.2,273.47,273.47,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=225;distance=1.5,237.79,237.79,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=225;distance=1.8,202.11,202.11,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=225;distance=2.1,166.43,166.43,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=270;distance=0.0,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=270;distance=0.3,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=270;distance=0.6,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=270;distance=0.9,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=270;distance=1.2,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=270;distance=1.5,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=270;distance=1.8,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=270;distance=2.1,416.69,416.69,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=315;distance=0.0,416.19,416.19,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=315;distance=0.3,451.87,451.87,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=315;distance=0.6,487.55,487.55,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=315;distance=0.9,523.23,523.23,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=315;distance=1.2,558.91,558.91,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=315;distance=1.5,594.59,594.59,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=315;distance=1.8,630.27,630.27,0.0,exact/rounding,
Q2,P03-B226,coverage_width_m,beta=315;distance=2.1,665.95,665.95,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=0;distance=0.0,415.69,415.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=0;distance=0.3,466.09,466.09,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=0;distance=0.6,516.49,516.49,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=0;distance=0.9,566.89,566.89,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=0;distance=1.2,617.29,617.29,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=0;distance=1.5,667.69,667.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=0;distance=1.8,718.09,718.09,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=0;distance=2.1,768.48,768.48,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=45;distance=0.0,416.19,416.19,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=45;distance=0.3,451.87,451.87,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=45;distance=0.6,487.55,487.55,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=45;distance=0.9,523.23,523.23,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=45;distance=1.2,558.91,558.91,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=45;distance=1.5,594.59,594.59,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=45;distance=1.8,630.27,630.27,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=45;distance=2.1,665.95,665.95,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=90;distance=0.0,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=90;distance=0.3,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=90;distance=0.6,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=90;distance=0.9,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=90;distance=1.2,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=90;distance=1.5,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=90;distance=1.8,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=90;distance=2.1,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=135;distance=0.0,416.19,416.19,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=135;distance=0.3,380.51,380.51,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=135;distance=0.6,344.83,344.83,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=135;distance=0.9,309.15,309.15,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=135;distance=1.2,273.47,273.47,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=135;distance=1.5,237.79,237.79,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=135;distance=1.8,202.11,202.11,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=135;distance=2.1,166.43,166.43,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=180;distance=0.0,415.69,415.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=180;distance=0.3,365.29,365.29,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=180;distance=0.6,314.89,314.89,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=180;distance=0.9,264.5,264.5,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=180;distance=1.2,214.1,214.1,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=180;distance=1.5,163.7,163.7,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=180;distance=1.8,113.3,113.3,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=180;distance=2.1,62.9,62.9,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=225;distance=0.0,416.19,416.19,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=225;distance=0.3,380.51,380.51,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=225;distance=0.6,344.83,344.83,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=225;distance=0.9,309.15,309.15,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=225;distance=1.2,273.47,273.47,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=225;distance=1.5,237.79,237.79,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=225;distance=1.8,202.11,202.11,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=225;distance=2.1,166.43,166.43,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=270;distance=0.0,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=270;distance=0.3,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=270;distance=0.6,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=270;distance=0.9,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=270;distance=1.2,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=270;distance=1.5,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=270;distance=1.8,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=270;distance=2.1,416.69,416.69,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=315;distance=0.0,416.19,416.19,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=315;distance=0.3,451.87,451.87,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=315;distance=0.6,487.55,487.55,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=315;distance=0.9,523.23,523.23,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=315;distance=1.2,558.91,558.91,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=315;distance=1.5,594.59,594.59,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=315;distance=1.8,630.27,630.27,0.0,exact/rounding,
Q2,P04-张泽宇等,coverage_width_m,beta=315;distance=2.1,665.95,665.95,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=0;distance=0.0,415.69,415.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=0;distance=0.3,466.09,466.09,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=0;distance=0.6,516.49,516.49,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=0;distance=0.9,566.89,566.89,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=0;distance=1.2,617.29,617.29,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=0;distance=1.5,667.69,667.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=0;distance=1.8,718.09,718.09,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=0;distance=2.1,768.48,768.48,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=45;distance=0.0,416.19,416.19,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=45;distance=0.3,451.87,451.87,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=45;distance=0.6,487.55,487.54,0.009999999999990905,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=45;distance=0.9,523.23,523.22,0.009999999999990905,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=45;distance=1.2,558.91,558.9,0.009999999999990905,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=45;distance=1.5,594.59,594.57,0.01999999999998181,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=45;distance=1.8,630.27,630.25,0.01999999999998181,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=45;distance=2.1,665.95,665.92,0.030000000000086402,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=90;distance=0.0,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=90;distance=0.3,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=90;distance=0.6,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=90;distance=0.9,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=90;distance=1.2,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=90;distance=1.5,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=90;distance=1.8,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=90;distance=2.1,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=135;distance=0.0,416.19,416.19,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=135;distance=0.3,380.51,380.52,0.009999999999990905,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=135;distance=0.6,344.83,344.84,0.009999999999990905,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=135;distance=0.9,309.15,309.16,0.010000000000047748,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=135;distance=1.2,273.47,273.49,0.01999999999998181,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=135;distance=1.5,237.79,237.81,0.020000000000010232,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=135;distance=1.8,202.11,202.13,0.01999999999998181,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=135;distance=2.1,166.43,166.46,0.030000000000001137,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=180;distance=0.0,415.69,415.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=180;distance=0.3,365.29,365.3,0.009999999999990905,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=180;distance=0.6,314.89,314.92,0.03000000000002956,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=180;distance=0.9,264.5,264.53,0.029999999999972715,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=180;distance=1.2,214.1,214.14,0.03999999999999204,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=180;distance=1.5,163.7,163.76,0.060000000000002274,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=180;distance=1.8,113.3,113.37,0.07000000000000739,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=180;distance=2.1,62.9,62.98,0.0799999999999983,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=225;distance=0.0,416.19,416.19,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=225;distance=0.3,380.51,380.52,0.009999999999990905,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=225;distance=0.6,344.83,344.84,0.009999999999990905,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=225;distance=0.9,309.15,309.16,0.010000000000047748,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=225;distance=1.2,273.47,273.49,0.01999999999998181,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=225;distance=1.5,237.79,237.81,0.020000000000010232,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=225;distance=1.8,202.11,202.13,0.01999999999998181,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=225;distance=2.1,166.43,166.46,0.030000000000001137,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=270;distance=0.0,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=270;distance=0.3,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=270;distance=0.6,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=270;distance=0.9,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=270;distance=1.2,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=270;distance=1.5,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=270;distance=1.8,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=270;distance=2.1,416.69,416.69,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=315;distance=0.0,416.19,416.19,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=315;distance=0.3,451.87,451.87,0.0,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=315;distance=0.6,487.55,487.54,0.009999999999990905,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=315;distance=0.9,523.23,523.22,0.009999999999990905,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=315;distance=1.2,558.91,558.9,0.009999999999990905,exact/rounding,
Q2,P05-史鸿宇等,coverage_width_m,beta=315;distance=1.5,594.59,594.57,0.01999999999998181,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=315;distance=1.8,630.27,630.25,0.01999999999998181,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
Q2,P05-史鸿宇等,coverage_width_m,beta=315;distance=2.1,665.95,665.92,0.030000000000086402,formula-approximation,P01 has two isolated 50 m table entries; P05 uses alpha*sin(beta) instead of atan(tan(alpha)*sin(beta)).
