excel_row,x_m,y_m,radius_m,nearest_excel_row,nearest_distance_m
485,-182.361,-48.863,188.79387460932094,484,12.353662857630527
486,-178.775,-60.686,188.79430929188518,487,12.353936538609876
487,-174.423,-72.248,188.79395232104233,486,12.353936538609876
488,-169.324,-83.501,188.7936280095279,487,12.354343770512454
489,-163.5,-94.397,188.7936535188617,490,12.354094746277447
490,-156.976,-104.888,188.79342446176457,489,12.354094746277447
491,-149.78,-114.93,188.79341434488651,492,12.353990003233763
492,-141.943,-124.48,188.79376485731726,491,12.353990003233763
493,-133.497,-133.497,188.79326793612108,492,12.354804935732501
494,-124.48,-141.943,188.79376485731726,495,12.353990003233763
495,-114.93,-149.78,188.79341434488651,494,12.353990003233763
496,-104.888,-156.976,188.79342446176457,497,12.354094746277447
497,-94.397,-163.5,188.7936535188617,496,12.354094746277447
498,-83.501,-169.324,188.7936280095279,499,12.354343770512454
499,-72.248,-174.423,188.79395232104233,500,12.353936538609876
500,-60.686,-178.775,188.79430929188518,499,12.353936538609876
501,-48.863,-182.361,188.79387460932094,502,12.353662857630527
502,-36.832,-185.166,188.7936539717371,501,12.353662857630527
503,-24.643,-187.179,188.79421466242022,502,12.35410417634561
504,-12.348,-188.39,188.79424038884235,503,12.354494971466861
505,0.0,-188.794,188.794,504,12.354607237787855
506,12.348,-188.39,188.79424038884235,507,12.354494971466861
507,24.643,-187.179,188.79421466242022,508,12.35410417634561
508,36.832,-185.166,188.7936539717371,509,12.353662857630527
509,48.863,-182.361,188.79387460932094,508,12.353662857630527
510,60.686,-178.775,188.79430929188518,511,12.353936538609876
511,72.248,-174.423,188.79395232104233,510,12.353936538609876
512,83.501,-169.324,188.7936280095279,511,12.354343770512454
513,94.397,-163.5,188.7936535188617,514,12.354094746277447
514,104.888,-156.976,188.79342446176457,513,12.354094746277447
515,114.93,-149.78,188.79341434488651,516,12.353990003233763
516,124.48,-141.943,188.79376485731726,515,12.353990003233763
517,133.497,-133.497,188.79326793612108,516,12.354804935732501
518,141.943,-124.48,188.79376485731726,519,12.353990003233763
519,149.78,-114.93,188.79341434488651,518,12.353990003233763
520,156.976,-104.888,188.79342446176457,521,12.354094746277447
521,163.5,-94.397,188.7936535188617,520,12.354094746277447
522,169.324,-83.501,188.7936280095279,523,12.354343770512454
523,174.423,-72.248,188.79395232104233,524,12.353936538609876
524,178.775,-60.686,188.79430929188518,523,12.353936538609876
525,182.361,-48.863,188.79387460932094,526,12.353662857630527
526,185.166,-36.832,188.7936539717371,525,12.353662857630527
527,187.179,-24.643,188.79421466242022,526,12.35410417634561
528,188.39,-12.348,188.79424038884235,527,12.354494971466861
529,188.794,0.0,188.794,434,12.354607237787855
530,202.179,6.354,202.2788208315443,531,12.707081805040843
531,201.381,19.036,202.2787098460933,530,12.707081805040843
532,199.789,31.643,202.27932165696026,531,12.70712056289701
533,197.408,44.126,202.27956481068472,534,12.707430306714251
534,194.247,56.434,202.27875163990905,533,12.707430306714251
535,190.321,68.52,202.2796911234541,536,12.707395838644514
536,185.643,80.335,202.27959777001732,535,12.707395838644514
537,180.232,91.833,202.27919743018558,536,12.707593202491182
538,174.11,102.969,202.2792798607905,539,12.707238960529558
539,167.301,113.698,202.2791630519565,540,12.706862752072203
540,159.832,123.978,202.27904663607646,539,12.706862752072203
541,151.732,133.77,202.27954104159917,542,12.707311674779987
542,143.033,143.033,202.2792084669109,541,12.707311674779987
543,133.77,151.732,202.27954104159917,542,12.707311674779987
544,123.978,159.832,202.27904663607646,545,12.706862752072203
545,113.698,167.301,202.2791630519565,544,12.706862752072203
546,102.969,174.11,202.2792798607905,545,12.707238960529558
547,91.833,180.232,202.27919743018558,548,12.707593202491182
548,80.335,185.643,202.27959777001732,549,12.707395838644514
549,68.52,190.321,202.2796911234541,548,12.707395838644514
550,56.434,194.247,202.27875163990905,551,12.707430306714251
551,44.126,197.408,202.27956481068472,550,12.707430306714251
552,31.643,199.789,202.27932165696026,553,12.70712056289701
553,19.036,201.381,202.2787098460933,554,12.707081805040843
554,6.354,202.179,202.2788208315443,553,12.707081805040843
555,-6.354,202.179,202.2788208315443,556,12.707081805040843
556,-19.036,201.381,202.2787098460933,555,12.707081805040843
557,-31.643,199.789,202.27932165696026,556,12.70712056289701
558,-44.126,197.408,202.27956481068472,559,12.707430306714251
559,-56.434,194.247,202.27875163990905,558,12.707430306714251
560,-68.52,190.321,202.2796911234541,561,12.707395838644514
561,-80.335,185.643,202.27959777001732,560,12.707395838644514
562,-91.833,180.232,202.27919743018558,561,12.707593202491182
563,-102.969,174.11,202.2792798607905,564,12.707238960529558
564,-113.698,167.301,202.2791630519565,565,12.706862752072203
565,-123.978,159.832,202.27904663607646,564,12.706862752072203
566,-133.77,151.732,202.27954104159917,567,12.707311674779987
567,-143.033,143.033,202.2792084669109,566,12.707311674779987
568,-151.732,133.77,202.27954104159917,567,12.707311674779987
569,-159.832,123.978,202.27904663607646,570,12.706862752072203
570,-167.301,113.698,202.2791630519565,569,12.706862752072203
571,-174.11,102.969,202.2792798607905,570,12.707238960529558
572,-180.232,91.833,202.27919743018558,573,12.707593202491182
573,-185.643,80.335,202.27959777001732,574,12.707395838644514
574,-190.321,68.52,202.2796911234541,573,12.707395838644514
575,-194.247,56.434,202.27875163990905,576,12.707430306714251
576,-197.408,44.126,202.27956481068472,575,12.707430306714251
577,-199.789,31.643,202.27932165696026,578,12.70712056289701
578,-201.381,19.036,202.2787098460933,579,12.707081805040843
579,-202.179,6.354,202.2788208315443,578,12.707081805040843
580,-202.179,-6.354,202.2788208315443,581,12.707081805040843
581,-201.381,-19.036,202.2787098460933,580,12.707081805040843
582,-199.789,-31.643,202.27932165696026,581,12.70712056289701
583,-197.408,-44.126,202.27956481068472,584,12.707430306714251
584,-194.247,-56.434,202.27875163990905,583,12.707430306714251
585,-190.321,-68.52,202.2796911234541,586,12.707395838644514
586,-185.643,-80.335,202.27959777001732,585,12.707395838644514
587,-180.232,-91.833,202.27919743018558,586,12.707593202491182
588,-174.11,-102.969,202.2792798607905,589,12.707238960529558
589,-167.301,-113.698,202.2791630519565,590,12.706862752072203
590,-159.832,-123.978,202.27904663607646,589,12.706862752072203
591,-151.732,-133.77,202.27954104159917,592,12.707311674779987
592,-143.033,-143.033,202.2792084669109,591,12.707311674779987
593,-133.77,-151.732,202.27954104159917,592,12.707311674779987
594,-123.978,-159.832,202.27904663607646,595,12.706862752072203
595,-113.698,-167.301,202.2791630519565,594,12.706862752072203
596,-102.969,-174.11,202.2792798607905,595,12.707238960529558
597,-91.833,-180.232,202.27919743018558,598,12.707593202491182
598,-80.335,-185.643,202.27959777001732,599,12.707395838644514
599,-68.52,-190.321,202.2796911234541,598,12.707395838644514
600,-56.434,-194.247,202.27875163990905,601,12.707430306714251
601,-44.126,-197.408,202.27956481068472,600,12.707430306714251
602,-31.643,-199.789,202.27932165696026,603,12.70712056289701
603,-19.036,-201.381,202.2787098460933,604,12.707081805040843
604,-6.354,-202.179,202.2788208315443,603,12.707081805040843
605,6.354,-202.179,202.2788208315443,606,12.707081805040843
606,19.036,-201.381,202.2787098460933,605,12.707081805040843
607,31.643,-199.789,202.27932165696026,606,12.70712056289701
608,44.126,-197.408,202.27956481068472,609,12.707430306714251
609,56.434,-194.247,202.27875163990905,608,12.707430306714251
610,68.52,-190.321,202.2796911234541,611,12.707395838644514
611,80.335,-185.643,202.27959777001732,610,12.707395838644514
612,91.833,-180.232,202.27919743018558,611,12.707593202491182
613,102.969,-174.11,202.2792798607905,614,12.707238960529558
614,113.698,-167.301,202.2791630519565,615,12.706862752072203
615,123.978,-159.832,202.27904663607646,614,12.706862752072203
616,133.77,-151.732,202.27954104159917,617,12.707311674779987
617,143.033,-143.033,202.2792084669109,616,12.707311674779987
618,151.732,-133.77,202.27954104159917,617,12.707311674779987
619,159.832,-123.978,202.27904663607646,620,12.706862752072203
620,167.301,-113.698,202.2791630519565,619,12.706862752072203
621,174.11,-102.969,202.2792798607905,620,12.707238960529558
622,180.232,-91.833,202.27919743018558,623,12.707593202491182
623,185.643,-80.335,202.27959777001732,624,12.707395838644514
624,190.321,-68.52,202.2796911234541,623,12.707395838644514
625,194.247,-56.434,202.27875163990905,626,12.707430306714251
626,197.408,-44.126,202.27956481068472,625,12.707430306714251
627,199.789,-31.643,202.27932165696026,628,12.70712056289701
628,201.381,-19.036,202.2787098460933,629,12.707081805040843
629,202.179,-6.354,202.2788208315443,628,12.707081805040843
630,215.363,13.154,215.764337843398,631,13.160008700605028
631,214.161,26.259,215.76484653900414,632,13.159865082895035
632,212.161,39.266,215.76401154270377,633,13.15972131163879
633,209.373,52.127,215.7644022029584,634,13.15964961539629
634,205.806,64.794,215.7646219193499,633,13.15964961539629
635,201.473,77.221,215.7648084605087,636,13.160251137421358
636,196.39,89.36,215.7643198028812,637,13.159506259734815
637,190.577,101.166,215.76411306100002,636,13.159506259734815
638,184.055,112.596,215.7639966282605,637,13.159839816654307
639,176.849,123.608,215.7649333534066,640,13.159856610161048
640,168.984,134.159,215.76429161703288,639,13.159856610161048
641,160.491,144.212,215.76483037093882,642,13.159153658195512
642,151.401,153.727,215.7643467535821,641,13.159153658195512
643,141.747,162.672,215.7646671561403,644,13.158823807620498
644,131.567,171.01,215.76444468215794,643,13.158823807620498
645,120.896,178.713,215.76417493411643,646,13.160085258082496
646,109.776,185.751,215.76423284919122,647,13.159756570696889
647,98.248,192.098,215.76448064498476,646,13.159756570696889
648,86.354,197.73,215.76414488046896,647,13.160040273494602
649,74.139,202.627,215.76443740802145,648,13.160046884414974
650,61.648,206.77,215.76447530582973,651,13.159873707600697
651,48.928,210.144,215.76480231956276,652,13.1597898159507
652,36.026,212.736,215.7648682524567,653,13.159684494698197
653,22.99,214.536,215.7643051943486,652,13.159684494698197
654,9.868,215.539,215.76477456943707,655,13.159519900057147
655,-3.29,215.739,215.76408464107274,654,13.159519900057147
656,-16.437,215.138,215.76499719138877,657,13.160001291793247
657,-29.522,213.735,215.7642201779526,658,13.159689737983948
658,-42.497,211.538,215.76450230054064,657,13.159689737983948
659,-55.314,208.554,215.76470868054395,660,13.159594256663077
660,-67.925,204.794,215.7646589712968,659,13.159594256663077
661,-80.284,200.272,215.7646742170738,662,13.15997298629445
662,-92.344,195.005,215.76460405034,661,13.15997298629445
663,-104.061,189.012,215.76428774243433,664,13.159379392661334
664,-115.39,182.317,215.76454896252073,663,13.159379392661334
665,-126.29,174.943,215.76426337324725,664,13.160010486318013
666,-136.721,166.919,215.76511395960193,667,13.159770400732686
667,-146.642,158.273,215.76426648775742,668,13.159640268639574
668,-156.018,149.039,215.76431550420935,667,13.159640268639574
669,-164.814,139.25,215.76426278695922,668,13.160324350106254
670,-172.997,128.943,215.76436049079098,671,13.159571307607257
671,-180.536,118.157,215.76451039269642,670,13.159571307607257
672,-187.404,106.931,215.76491368385174,673,13.160025683865518
673,-193.574,95.307,215.76449597883337,674,13.159596650353691
674,-199.024,83.329,215.7643965463255,673,13.159596650353691
675,-203.734,71.041,215.7646088611383,674,13.15975090949673
676,-207.686,58.488,215.7645029656176,677,13.159746996048211
677,-210.865,45.718,215.7641855104781,676,13.159746996048211
678,-213.26,32.778,215.76428083443284,677,13.159772984364132
679,-214.862,19.715,215.76459456778352,680,13.15946157713149
680,-215.664,6.58,215.7643559441642,679,13.15946157713149
681,-215.664,-6.58,215.7643559441642,682,13.15946157713149
682,-214.862,-19.715,215.76459456778352,681,13.15946157713149
683,-213.26,-32.778,215.76428083443284,684,13.159772984364132
684,-210.865,-45.718,215.7641855104781,685,13.159746996048211
685,-207.686,-58.488,215.7645029656176,684,13.159746996048211
686,-203.734,-71.041,215.7646088611383,687,13.15975090949673
687,-199.024,-83.329,215.7643965463255,688,13.159596650353691
688,-193.574,-95.307,215.76449597883337,687,13.159596650353691
689,-187.404,-106.931,215.76491368385174,688,13.160025683865518
690,-180.536,-118.157,215.76451039269642,691,13.159571307607257
691,-172.997,-128.943,215.76436049079098,690,13.159571307607257
692,-164.814,-139.25,215.76426278695922,693,13.160324350106254
693,-156.018,-149.039,215.76431550420935,694,13.159640268639574
694,-146.642,-158.273,215.76426648775742,693,13.159640268639574
695,-136.721,-166.919,215.76511395960193,694,13.159770400732686
696,-126.29,-174.943,215.76426337324725,697,13.160010486318013
697,-115.39,-182.317,215.76454896252073,698,13.159379392661334
698,-104.061,-189.012,215.76428774243433,697,13.159379392661334
699,-92.344,-195.005,215.76460405034,700,13.15997298629445
700,-80.284,-200.272,215.7646742170738,699,13.15997298629445
701,-67.925,-204.794,215.7646589712968,702,13.159594256663077
702,-55.314,-208.554,215.76470868054395,701,13.159594256663077
703,-42.497,-211.538,215.76450230054064,704,13.159689737983948
704,-29.522,-213.735,215.7642201779526,703,13.159689737983948
705,-16.437,-215.138,215.76499719138877,704,13.160001291793247
706,-3.29,-215.739,215.76408464107274,707,13.159519900057147
707,9.868,-215.539,215.76477456943707,706,13.159519900057147
708,22.99,-214.536,215.7643051943486,709,13.159684494698197
709,36.026,-212.736,215.7648682524567,708,13.159684494698197
710,48.928,-210.144,215.76480231956276,709,13.1597898159507
711,61.648,-206.77,215.76447530582973,710,13.159873707600697
712,74.139,-202.627,215.76443740802145,713,13.160046884414974
713,86.354,-197.73,215.76414488046896,714,13.160040273494602
714,98.248,-192.098,215.76448064498476,715,13.159756570696889
715,109.776,-185.751,215.76423284919122,714,13.159756570696889
716,120.896,-178.713,215.76417493411643,715,13.160085258082496
717,131.567,-171.01,215.76444468215794,718,13.158823807620498
718,141.747,-162.672,215.7646671561403,717,13.158823807620498
719,151.401,-153.727,215.7643467535821,720,13.159153658195512
720,160.491,-144.212,215.76483037093882,719,13.159153658195512
721,168.984,-134.159,215.76429161703288,722,13.159856610161048
722,176.849,-123.608,215.7649333534066,721,13.159856610161048
723,184.055,-112.596,215.7639966282605,724,13.159839816654307
724,190.577,-101.166,215.76411306100002,725,13.159506259734815
725,196.39,-89.36,215.7643198028812,724,13.159506259734815
726,201.473,-77.221,215.7648084605087,725,13.160251137421358
727,205.806,-64.794,215.7646219193499,728,13.15964961539629
728,209.373,-52.127,215.7644022029584,727,13.15964961539629
729,212.161,-39.266,215.76401154270377,728,13.15972131163879
730,214.161,-26.259,215.76484653900414,729,13.159865082895035
731,215.363,-13.154,215.764337843398,730,13.160008700605028
732,215.765,0.0,215.765,630,13.16014133662705
733,229.134,7.274,229.2494297310246,734,14.54724743723018
734,228.212,21.792,229.25009969027275,735,14.547091255642824
735,226.37,36.222,229.24966779474295,632,14.531401068031949
736,223.617,50.506,229.2496864229044,633,14.335940045912581
737,219.964,64.587,229.25017309699027,634,14.15951316253492
738,215.424,78.408,229.24945853807375,635,14.001406000827195
739,210.018,91.913,229.24999431406755,636,13.865070969886897
740,203.765,105.048,229.24933484963483,637,13.74748224221438
741,196.693,117.76,229.24998113195124,638,13.652323611751962
742,188.828,129.998,229.24984970115028,639,13.576764747170076
743,180.203,141.713,229.2502902462721,640,13.525120221277144
744,170.852,152.857,229.25023086793175,641,13.493937379430808
745,160.813,163.385,229.24981830745253,642,13.485648223203782
746,150.127,173.255,229.24966991034034,643,13.499047707153268
747,138.836,182.428,229.24966756791602,644,13.53547505631037
748,126.986,190.866,229.24937110491712,645,13.593509811671176
749,114.625,198.536,229.2497195658045,646,13.673661762673522
750,101.802,205.406,229.24936649857946,849,13.655590064145875
751,88.57,211.45,229.2504032711829,850,13.610973256898276
752,74.98,216.641,229.24947825676725,851,13.575492072112898
753,61.089,220.961,229.25014600213456,852,13.543211214479378
754,46.952,224.39,229.24956358518983,853,13.520150960695679
755,32.626,226.916,229.2494862197078,854,13.501968226891952
756,18.168,228.529,229.25003830970235,855,13.490605990836748
757,3.637,229.221,229.2498519301594,856,13.48570609942244
758,-10.908,228.99,229.2496555373639,857,13.487324790335549
759,-25.41,227.837,229.24957288727933,858,13.495473944993572
760,-39.809,225.767,229.24985227912362,859,13.5102128036534
761,-54.048,222.788,229.25025463017485,860,13.530811985982202
762,-68.069,218.911,229.24967760500778,861,13.558354251161898
763,-81.816,214.153,229.24956982511438,862,13.593274366391656
764,-95.234,208.533,229.2499222355375,863,13.632777449954949
765,-108.268,202.073,229.24977023543556,864,13.67946965346244
766,-120.866,194.799,229.24929739696043,664,13.630366832921261
767,-132.978,186.741,229.24953558295383,665,13.561789999848843
768,-144.554,177.931,229.2494267757283,666,13.513697976497772
769,-155.548,168.405,229.24969864538537,667,13.489783541628835
770,-165.916,158.2,229.24955628310383,668,13.486820418467799
771,-175.616,147.359,229.25020029871294,669,13.50700133264229
772,-184.608,135.924,229.24974905111674,670,13.548050856119477
773,-192.857,123.942,229.24973677847484,671,13.611512259848276
774,-200.33,111.46,229.24973391478562,672,13.696470968829905
775,-206.996,98.53,229.2498744078173,673,13.803543494335065
776,-212.828,85.204,229.2498183205387,674,13.930758809196291
777,-217.804,71.534,229.25029023318598,675,14.078634486341345
778,-221.902,57.576,229.24984924749677,676,14.24522376096632
779,-225.107,43.386,229.24987774260643,677,14.431659225466756
780,-227.405,29.021,229.24932380707256,781,14.54689142050631
781,-228.788,14.54,229.24955952847543,780,14.54689142050631
782,-229.25,0.0,229.25,781,14.547338038280405
783,-228.788,-14.54,229.24955952847543,784,14.54689142050631
784,-227.405,-29.021,229.24932380707256,783,14.54689142050631
785,-225.107,-43.386,229.24987774260643,684,14.431659225466756
786,-221.902,-57.576,229.24984924749677,685,14.24522376096632
787,-217.804,-71.534,229.25029023318598,686,14.078634486341345
788,-212.828,-85.204,229.2498183205387,687,13.930758809196291
789,-206.996,-98.53,229.2498744078173,688,13.803543494335065
790,-200.33,-111.46,229.24973391478562,689,13.696470968829905
791,-192.857,-123.942,229.24973677847484,690,13.611512259848276
792,-184.608,-135.924,229.24974905111674,691,13.548050856119477
793,-175.616,-147.359,229.25020029871294,692,13.50700133264229
794,-165.916,-158.2,229.24955628310383,693,13.486820418467799
795,-155.548,-168.405,229.24969864538537,694,13.489783541628835
796,-144.554,-177.931,229.2494267757283,695,13.513697976497772
797,-132.978,-186.741,229.24953558295383,696,13.561789999848843
798,-120.866,-194.799,229.24929739696043,697,13.630366832921261
799,-108.268,-202.073,229.24977023543556,899,13.67946965346244
800,-95.234,-208.533,229.2499222355375,900,13.632777449954949
801,-81.816,-214.153,229.24956982511438,901,13.593274366391656
802,-68.069,-218.911,229.24967760500778,902,13.558354251161898
803,-54.048,-222.788,229.25025463017485,903,13.530811985982202
804,-39.809,-225.767,229.24985227912362,904,13.5102128036534
805,-25.41,-227.837,229.24957288727933,905,13.495473944993572
806,-10.908,-228.99,229.2496555373639,906,13.487324790335549
807,3.637,-229.221,229.2498519301594,907,13.48570609942244
808,18.168,-228.529,229.25003830970235,908,13.490605990836748
809,32.626,-226.916,229.2494862197078,909,13.501968226891952
810,46.952,-224.39,229.24956358518983,910,13.520150960695679
811,61.089,-220.961,229.25014600213456,911,13.543211214479378
812,74.98,-216.641,229.24947825676725,912,13.575492072112898
813,88.57,-211.45,229.2504032711829,913,13.610973256898276
814,101.802,-205.406,229.24936649857946,914,13.655590064145875
815,114.625,-198.536,229.2497195658045,715,13.673661762673522
816,126.986,-190.866,229.24937110491712,716,13.593509811671176
817,138.836,-182.428,229.24966756791602,717,13.53547505631037
818,150.127,-173.255,229.24966991034034,718,13.499047707153268
819,160.813,-163.385,229.24981830745253,719,13.485648223203782
820,170.852,-152.857,229.25023086793175,720,13.493937379430808
821,180.203,-141.713,229.2502902462721,721,13.525120221277144
822,188.828,-129.998,229.24984970115028,722,13.576764747170076
823,196.693,-117.76,229.24998113195124,723,13.652323611751962
824,203.765,-105.048,229.24933484963483,724,13.74748224221438
825,210.018,-91.913,229.24999431406755,725,13.865070969886897
826,215.424,-78.408,229.24945853807375,726,14.001406000827195
827,219.964,-64.587,229.25017309699027,727,14.15951316253492
828,223.617,-50.506,229.2496864229044,728,14.335940045912581
829,226.37,-36.222,229.24966779474295,729,14.531401068031949
830,228.212,-21.792,229.25009969027275,829,14.547091255642824
831,229.134,-7.274,229.2494297310246,830,14.54724743723018
832,242.266,15.091,242.73556195374422,934,14.483805163008807
833,240.859,30.123,242.73535591256584,935,13.967309726643842
834,238.52,45.039,242.73504469070798,936,13.631676199206002
835,235.259,59.781,242.7355866822992,937,13.4886088237446
836,231.087,74.291,242.7351524810529,938,13.548155778555255
837,226.021,88.514,242.73487725706002,939,13.80466895655236
838,220.081,102.394,242.73478901261763,940,14.248570349336818
839,213.29,115.878,242.7351127958211,740,14.42270865683697
840,205.673,128.914,242.73483953689055,741,14.31964091728558
841,197.261,141.452,242.73559777049596,944,14.160973130403145
842,188.085,153.442,242.73527677080645,945,13.748087757939263
843,178.182,164.838,242.7352289388584,946,13.52473770540486
844,167.589,175.597,242.73520414229165,947,13.498933920869462
845,156.348,185.676,242.73498734216292,948,13.674518784951811
846,144.502,195.037,242.73495704780555,747,13.823546469701622
847,132.097,203.643,242.73460581054363,748,13.761324427539659
848,119.181,211.462,242.73501643767838,749,13.705422722411726
849,105.804,218.462,242.73469438875028,750,13.655590064145875
850,92.018,224.617,242.73464732707606,751,13.610973256898276
851,77.876,229.904,242.7354951217477,752,13.575492072112898
852,63.432,234.3,242.73464652578957,956,13.486335009927643
853,48.743,237.791,242.73532855767,754,13.520150960695679
854,33.865,240.361,242.73493474570157,755,13.501968226891952
855,18.857,242.002,242.73556487049854,756,13.490605990836748
856,3.775,242.706,242.73535601761847,757,13.48570609942244
857,-11.321,242.471,242.7351455434503,758,13.487324790335549
858,-26.374,241.298,242.73506685273145,759,13.495473944993572
859,-41.324,239.192,242.7354235376452,760,13.5102128036534
860,-56.115,236.16,242.73532669349964,965,13.505928513064173
861,-70.688,232.214,242.73470114509792,966,13.515634983233308
862,-84.988,227.371,242.73551817770715,763,13.593274366391656
863,-98.959,221.647,242.73499189445266,764,13.632777449954949
864,-112.547,215.066,242.73485857000432,765,13.67946965346244
865,-125.7,207.653,242.7349550621006,766,13.732912000009307
866,-138.367,199.437,242.73554263436577,767,13.792379671398251
867,-150.498,190.449,242.735390095882,973,13.83446168088949
868,-162.047,180.724,242.7352351534486,974,13.562334349218803
869,-172.969,170.3,242.73517454419334,975,13.487070289725644
870,-183.222,159.217,242.73515273441546,976,13.612233799050012
871,-192.766,147.518,242.73502235977404,977,13.932565377560602
872,-201.564,135.248,242.73456202197494,773,14.270160650812583
873,-209.583,122.456,242.73546470386233,774,14.371152528590041
874,-216.79,109.189,242.7347149070359,775,14.47538313827995
875,-223.159,95.5,242.73481266806374,982,14.004020601241649
876,-228.665,81.442,242.7354147811975,983,13.65165576038306
877,-233.286,67.068,242.7354000140894,984,13.49372891383253
878,-237.004,52.435,242.73509272661832,985,13.535505679508248
879,-239.805,37.599,242.73467577995527,986,13.776324981648754
880,-241.679,22.618,242.73506743979124,987,14.204688310554374
881,-242.618,7.549,242.73541423739553,988,14.803868953756664
882,-242.618,-7.549,242.73541423739553,990,14.803868953756664
883,-241.679,-22.618,242.73506743979124,991,14.204688310554374
884,-239.805,-37.599,242.73467577995527,992,13.776324981648754
885,-237.004,-52.435,242.73509272661832,993,13.535505679508248
886,-233.286,-67.068,242.7354000140894,994,13.49372891383253
887,-228.665,-81.442,242.7354147811975,995,13.65165576038306
888,-223.159,-95.5,242.73481266806374,996,14.004020601241649
889,-216.79,-109.189,242.7347149070359,789,14.47538313827995
890,-209.583,-122.456,242.73546470386233,790,14.371152528590041
891,-201.564,-135.248,242.73456202197494,791,14.270160650812583
892,-192.766,-147.518,242.73502235977404,1001,13.932565377560602
893,-183.222,-159.217,242.73515273441546,1002,13.612233799050012
894,-172.969,-170.3,242.73517454419334,1003,13.487070289725644
895,-162.047,-180.724,242.7352351534486,1004,13.562334349218803
896,-150.498,-190.449,242.735390095882,1005,13.83446168088949
897,-138.367,-199.437,242.73554263436577,797,13.792379671398251
898,-125.7,-207.653,242.7349550621006,798,13.732912000009307
899,-112.547,-215.066,242.73485857000432,799,13.67946965346244
900,-98.959,-221.647,242.73499189445266,800,13.632777449954949
901,-84.988,-227.371,242.73551817770715,801,13.593274366391656
902,-70.688,-232.214,242.73470114509792,1012,13.515634983233308
903,-56.115,-236.16,242.73532669349964,1013,13.505928513064173
904,-41.324,-239.192,242.7354235376452,804,13.5102128036534
905,-26.374,-241.298,242.73506685273145,805,13.495473944993572
906,-11.321,-242.471,242.7351455434503,806,13.487324790335549
907,3.775,-242.706,242.73535601761847,807,13.48570609942244
908,18.857,-242.002,242.73556487049854,808,13.490605990836748
909,33.865,-240.361,242.73493474570157,809,13.501968226891952
910,48.743,-237.791,242.73532855767,810,13.520150960695679
911,63.432,-234.3,242.73464652578957,1022,13.486335009927643
912,77.876,-229.904,242.7354951217477,812,13.575492072112898
913,92.018,-224.617,242.73464732707606,813,13.610973256898276
914,105.804,-218.462,242.73469438875028,814,13.655590064145875
915,119.181,-211.462,242.73501643767838,815,13.705422722411726
916,132.097,-203.643,242.73460581054363,816,13.761324427539659
917,144.502,-195.037,242.73495704780555,817,13.823546469701622
918,156.348,-185.676,242.73498734216292,1030,13.674518784951811
919,167.589,-175.597,242.73520414229165,1031,13.498933920869462
920,178.182,-164.838,242.7352289388584,1032,13.52473770540486
921,188.085,-153.442,242.73527677080645,1033,13.748087757939263
922,197.261,-141.452,242.73559777049596,1034,14.160973130403145
923,205.673,-128.914,242.73483953689055,823,14.31964091728558
924,213.29,-115.878,242.7351127958211,824,14.42270865683697
925,220.081,-102.394,242.73478901261763,1038,14.248570349336818
926,226.021,-88.514,242.73487725706002,1039,13.80466895655236
927,231.087,-74.291,242.7351524810529,1040,13.548155778555255
928,235.259,-59.781,242.7355866822992,1041,13.4886088237446
929,238.52,-45.039,242.73504469070798,1042,13.631676199206002
930,240.859,-30.123,242.73535591256584,1043,13.967309726643842
931,242.266,-15.091,242.73556195374422,1044,14.483805163008807
932,242.735,0.0,242.735,832,15.098286061669384
933,256.121,7.122,256.2200021953789,1045,14.244
934,255.33,21.345,256.22064305008684,933,14.244978413462055
935,253.749,35.502,256.2205046537064,833,13.967309726643842
936,251.384,49.549,256.22064486883176,834,13.631676199206002
937,248.241,63.443,256.21984374751304,835,13.4886088237446
938,244.332,77.141,256.22033507315535,836,13.548155778555255
939,239.667,90.601,256.22024137448625,837,13.80466895655236
940,234.262,103.78,256.2205554673551,939,14.244299421171968
941,228.132,116.639,256.2203460793073,942,14.244901859963804
942,221.297,129.137,256.22007528294887,943,14.244512101156703
943,213.779,141.236,256.22074181650476,942,14.244512101156703
944,205.599,152.898,256.22011475487244,841,14.160973130403145
945,196.784,164.088,256.22024588232676,842,13.748087757939263
946,187.361,174.771,256.2206993238446,843,13.52473770540486
947,177.358,184.913,256.2199791839036,844,13.498933920869462
948,166.808,194.484,256.2204814607919,845,13.674518784951811
949,155.741,203.454,256.220196700026,846,14.041403419886494
950,144.194,211.795,256.2206698551075,949,14.244489811853573
951,132.201,219.481,256.22063492622914,950,14.244530353788432
952,119.799,226.489,256.2207398357908,951,14.245057669240929
953,107.026,232.796,256.2197148776807,954,14.245193224382737
954,93.923,238.385,256.22048738147384,850,13.899167205268093
955,80.53,243.236,256.2202813908376,851,13.593599229048936
956,66.888,247.336,256.22080602480355,852,13.486335009927643
957,53.039,250.671,256.2207754300966,853,13.577555597382021
958,39.026,253.231,256.2205456964761,854,13.86624754574936
959,24.892,255.008,256.2200064944188,1071,14.042614749397618
960,10.682,255.998,256.2207663871139,1072,14.005733468833412
961,-3.562,256.196,256.2207607903778,1073,13.971683649438953
962,-17.794,255.602,256.22062532122584,1074,13.937334106636035
963,-31.972,254.218,256.2206086715118,1075,13.905750213490823
964,-46.05,252.048,256.2202115446789,859,13.697146126109622
965,-59.987,249.099,256.2201240535177,860,13.505928513064173
966,-73.738,245.381,256.22085747456237,861,13.515634983233308
